age,income,employment_length,loan_amount,loan_interest_rate,loan_income_ratio,credit_history_length,home_ownership_MORTGAGE,home_ownership_OTHER,home_ownership_OWN,home_ownership_RENT,loan_intent_DEBTCONSOLIDATION,loan_intent_EDUCATION,loan_intent_HOMEIMPROVEMENT,loan_intent_MEDICAL,loan_intent_PERSONAL,loan_intent_VENTURE,payment_default_on_file_N,payment_default_on_file_Y,max_allowed_loan
-1.087927106603284,-1.4798952202397684,-1.2046559000775534,1.0393049909407936,-1.214710781969134,-0.42793195654564525,-0.4501075490354098,-0.8567274044869162,-0.038986055998696416,4.205788296430448,-1.0443449164850047,-0.42948845484902426,1.9440046561595667,-0.34630540343075156,-0.4787185706567473,-0.4538365702350076,-0.453699954238894,0.4173626849298448,-0.417362684929845,69307.59174030228
-1.087927106603284,-1.4456884203390776,-0.6917062101824918,2.836650687758771,2.006926548671131,0.335501656227011,-0.6982981279701348,-0.8567274044869162,-0.038986055998696416,4.205788296430448,-1.0443449164850047,-0.42948845484902426,1.9440046561595667,-0.34630540343075156,-0.4787185706567473,-0.4538365702350076,-0.453699954238894,-2.39599762055415,2.39599762055415,69307.59174030228
-0.7556993802279433,-1.5483088200411501,0.07771832466010078,3.7353235361677593,0.5739896991532218,1.6442449924087073,-0.6982981279701348,-0.8567274044869162,-0.038986055998696416,-0.2377675549786288,0.957538054923216,-0.42948845484902426,-0.5144020601141598,-0.34630540343075156,2.088909980300354,-0.4538365702350076,-0.453699954238894,0.4173626849298448,-0.417362684929845,69307.59174030228
2.0682362939624523,3.366182121691106,-0.4352313652349609,4.633996384576748,-0.8820059042649759,0.335501656227011,1.2872265035076653,-0.8567274044869162,-0.038986055998696416,-0.2377675549786288,0.957538054923216,-0.42948845484902426,1.9440046561595667,-0.34630540343075156,-0.4787185706567473,-0.4538365702350076,-0.453699954238894,0.4173626849298448,-0.417362684929845,35000.0
2.0682362939624523,0.7435467733051375,-0.4352313652349609,4.633996384576748,0.5739896991532218,2.5167405498631714,2.0317982403118404,1.167232418109571,-0.038986055998696416,-0.2377675549786288,-1.0443449164850047,-0.42948845484902426,-0.5144020601141598,2.8876245940527556,-0.4787185706567473,-0.4538365702350076,-0.453699954238894,0.4173626849298448,-0.417362684929845,35000.0
2.0682362939624523,1.9123931259117442,1.1036177044502242,3.7353235361677593,-0.9149469812653875,0.7717494349542432,1.7836076613771152,1.167232418109571,-0.038986055998696416,-0.2377675549786288,-1.0443449164850047,-0.42948845484902426,-0.5144020601141598,-0.34630540343075156,-0.4787185706567473,-0.4538365702350076,2.2040998476130627,0.4173626849298448,-0.417362684929845,30000.0
2.0682362939624523,2.4538867683396806,1.1036177044502242,2.836650687758771,0.39940199105103996,0.11737776686339507,1.2872265035076653,1.167232418109571,-0.038986055998696416,-0.2377675549786288,-1.0443449164850047,2.3283512949178684,-0.5144020601141598,-0.34630540343075156,-0.4787185706567473,-0.4538365702350076,-0.453699954238894,0.4173626849298448,-0.417362684929845,25000.0
2.0682362939624523,1.9407847698293175,-0.4352313652349609,2.836650687758771,2.0233970871713374,0.6626874902724351,2.7763699771160155,1.167232418109571,-0.038986055998696416,-0.2377675549786288,-1.0443449164850047,-0.42948845484902426,-0.5144020601141598,2.8876245940527556,-0.4787185706567473,-0.4538365702350076,-0.453699954238894,0.4173626849298448,-0.417362684929845,25000.0
2.0682362939624523,0.45849010746604707,-0.6917062101824918,2.836650687758771,-0.14083167175571232,1.6442449924087073,1.2872265035076653,1.167232418109571,-0.038986055998696416,-0.2377675549786288,-1.0443449164850047,2.3283512949178684,-0.5144020601141598,-0.34630540343075156,-0.4787185706567473,-0.4538365702350076,-0.453699954238894,0.4173626849298448,-0.417362684929845,25000.0
2.0682362939624523,0.45849010746604707,1.1036177044502242,2.836650687758771,2.6328070116789544,1.535183047726899,2.7763699771160155,1.167232418109571,-0.038986055998696416,-0.2377675549786288,-1.0443449164850047,-0.42948845484902426,-0.5144020601141598,-0.34630540343075156,-0.4787185706567473,-0.4538365702350076,2.2040998476130627,0.4173626849298448,-0.417362684929845,25000.0
2.0682362939624523,-0.11162322421213396,0.07771832466010078,2.836650687758771,0.42575485265136936,2.8439263839085953,1.5354170824423903,-0.8567274044869162,-0.038986055998696416,4.205788296430448,-1.0443449164850047,-0.42948845484902426,-0.5144020601141598,-0.34630540343075156,-0.4787185706567473,-0.4538365702350076,2.2040998476130627,-2.39599762055415,2.39599762055415,25000.0
2.0682362939624523,0.6010184403855923,-0.4352313652349609,2.836650687758771,0.49493111435223364,1.426121103045091,2.5281793981812903,1.167232418109571,-0.038986055998696416,-0.2377675549786288,-1.0443449164850047,-0.42948845484902426,-0.5144020601141598,2.8876245940527556,-0.4787185706567473,-0.4538365702350076,-0.453699954238894,0.4173626849298448,-0.417362684929845,25000.0
